videoId,titulo,canal,canal_id,fecha_publicacion,descripcion,palabra_clave,vistas,likes,comentarios,duracion_segundos,es_para_ninos,suscriptores_canal
IxK8nHvwkPI,Best Geometry Box,Munna Experiment ,UC9e25deAtngQM5JXhXbip8w,2024-02-04T12:30:10Z,"geometry box,chhota bheem geometry box,#geometry boxes,geometry tools,geometry box unboxing,hauser xo geometry box,my ...",geometría,14131665,578577,8892,49.0,False,3410000
VgLElA7vsTU,EL NIVEL MÁS LARGO DE GEOMETRY DASH ES UNA TORTURA,GuitarHeroStyles,UCNd8lDD8JA7xtTle32P19IA,2023-06-10T20:01:40Z,geometrydash #guitarherostyles #shorts © 2025 GuitarHeroStyles.,geometría,13227783,1092138,2032,35.0,False,4320000
SI9bYtYHeS0,Geometry Dash: it gets harder,Neiro,UCCj0f5y47A94_dahjTbem-A,2022-09-18T19:00:48Z,Geometry Dash: it gets harder #shorts #geometrydash.,geometría,13399645,371510,2705,22.0,False,506000
X6NmrpjuLc4,ALL FULL VERSION LEVEL 1~43 All Coin | GEOMETRY DASH 1.0 ~ 2.2 + Meltdown + World + SubZero,Partition Sion,UCn_9mH91rLWez9SZ6AdjfYg,2023-04-21T18:59:49Z,"The full version series of Geometry Dash which I uploaded first on YouTube 7 years ago for fun, and It gained unexpected ...",geometría,11811371,61255,2412,8652.0,False,2070000
4flWXrGfFC4,EN UN BOSQUE DE SAL - Geometry Dash #shorts,CiroXP,UC7Q-AgBGw9IIz2Vei8l0uXg,2023-07-12T16:38:47Z,EN UN BOSQUE DE SAL - Geometry Dash #shorts Tenía planeado en una lista hacer un vídeo con esta canción desde hace ...,geometría,11789782,461249,8972,18.0,False,1550000
9N2ocVoqPj8,El Chiliágono,Vsauce,UC6nSFpj9HTCZ5t-N3Rm3-HA,2022-12-11T20:55:48Z,"#cortos #geometría
https://en.wikipedia.org/wiki/Chiliagon
https://en.wikipedia.org/wiki/List_of_polygons",geometría,9697808,679449,10149,58.0,False,24300000
tYQNLvYCGr8,EL CAMINO OCULTO MÁS FÁCIL DE GEOMETRY DASH,GuitarHeroStyles,UCNd8lDD8JA7xtTle32P19IA,2022-09-23T18:00:20Z,geometrydash #guitarherostyles #shorts © 2025 GuitarHeroStyles.,geometría,9886621,588965,1543,18.0,False,4320000
_higLwKuhac,Geometry Dash Spam Challenge (100 click version) #shorts,Lemoncak3,UCbAOw00ldX5Gnb47e9SYqZg,2022-08-30T12:03:49Z,Geometry Dash Spam Challenge (100 click version) #shorts Links: Discord Server: https://discord.gg/uKcncxDqeG Level Request ...,geometría,8920029,264703,1675,11.0,False,1250000
W1SiJU-YIQU,Easter eggs y errores de Geometry Dash #3 (Melvin_Gaming32YT),Melvin_Gaming32YT,UCMypI8TlE-nC0fGnrIv3mjA,2022-07-25T15:50:00Z,geometrydash #loquendo.,geometría,8953161,383786,0,60.0,False,86900
4KE8ZorGrqU,RATÓN $1 vs RATÓN $100 (Geometry Dash),GuitarHeroStyles,UCNd8lDD8JA7xtTle32P19IA,2022-09-13T17:59:48Z,geometrydash #guitarherostyles #shorts © 2025 GuitarHeroStyles.,geometría,8580862,520002,1056,27.0,False,4320000
wxEsdS-fPlM,INTENTARON BORRAR ESTE CAMINO OCULTO... SIN ÉXITO (Geometry Dash),GuitarHeroStyles,UCNd8lDD8JA7xtTle32P19IA,2022-09-03T17:59:48Z,geometrydash #guitarherostyles #shorts © 2025 GuitarHeroStyles.,geometría,7846836,537905,511,26.0,False,4320000
88YoScneAhs,Geometry Dash: The Challenge swag route #shorts,Neiro,UCCj0f5y47A94_dahjTbem-A,2022-09-23T10:47:08Z,Geometry Dash: The Challenge swag route #shorts #geometrydash.,geometría,7922121,197547,2939,24.0,False,506000
CC_SXuBXu_U,Figuras geométricas para niños en Preescolar (Mundo Kuku),Mundo Kuku,UCpP4ZcucbMtwjcqw2Dzuc3Q,2021-05-29T17:15:00Z,Material Educativo Gratuito en Mundo Kuku!,geometría,7231706,19313,0,180.0,True,2530000
qwm3iXF3g7s,EL CAMINO MÁS OCULTO DE GEOMETRY DASH,GuitarHeroStyles,UCNd8lDD8JA7xtTle32P19IA,2022-10-07T18:00:30Z,geometrydash #guitarherostyles #shorts © 2025 GuitarHeroStyles.,geometría,7318044,420317,927,19.0,False,4320000
CKw045MkRVc,TRIGONO???   #pentagono #hexagono #digono #poligono #geometria #matematica #curiosidad #meridiano,Eze Martínez,UCOWFKaCN-rzmYk502JFWnqg,2024-11-16T23:00:18Z,TRIGONO??? #pentagono #hexagono #digono #poligono #geometria #matematica #curiosidad #meridiano #euclides ...,geometría,8512966,441814,3036,45.0,False,917000
ZEvUDcr8LDw,ANÁLISIS MATEMÁTICO para pensar - Lic. María Inés Baragatti - Parte 2 de 3,El Traductor de Ingeniería,UCa6V1UVOXN4wDm7RDQDoa6g,2022-06-26T19:00:12Z,"Dedicado a estudiantes de primer y segundo año de ingeniería, les presentamos la tercera clase especial de la profesora María ...",análisis matemático,529979,16066,488,4404.0,False,1600000
RjrAdDGGkAE,Un MAPA para aprender Matemática,El Traductor de Ingeniería,UCa6V1UVOXN4wDm7RDQDoa6g,2024-05-19T17:55:31Z,Link de mapa para descargar: https://drive.google.com/file/d/1mQrxAGyTHfO_s5iCoRwJvUpW8MemjJbV/view?usp=sharing ...,análisis matemático,457829,35415,767,1136.0,False,1600000
FXDyNbHYlME,ANÁLISIS MATEMÁTICO para pensar - Lic. María Inés Baragatti - Parte 3 de 3: EL FINAL,El Traductor de Ingeniería,UCa6V1UVOXN4wDm7RDQDoa6g,2022-07-03T22:00:12Z,"Dedicado a estudiantes de primer y segundo año de ingeniería, les presentamos la tercera clase especial de la profesora María ...",análisis matemático,272830,9242,435,3421.0,False,1600000
0FCFLYr0vpY,CURSO de ANÁLISIS Matemático: Una ASOMBROSA Introducción,Math Rocks,UC4nxWt8WxXUmCXpjSLyYtKA,2022-09-25T17:28:49Z,"Una Clase Magistral apoyada en MANIM, Introducción al Análisis Matemático, ¿Qué es? ¿Qué Estudia? ¿Cómo surge?, los ...",análisis matemático,113135,6104,207,1498.0,False,393000
j3wZHf21sOk,Como APROBAR ANÁLISIS MATEMÁTICO CBC UBA y UTN,Estudiar con Manu,UCcP5S4h4EmL0H2z_HA4BFEQ,2021-04-26T22:39:21Z,Para APROBAR análisis matemático del CBC necesitas los TIPS y CONSEJOS que están en este video. UTILIZA estas ...,análisis matemático,67518,3994,216,702.0,False,121000
toe4B1ydwY8,EXPLICACIÓN DE QUÉ ES UN LÍMITE. CÓMO CALCULARLO. Análisis Matemático,Matemáticas con Juan,UCb40x1kRqrq7---i14VaA-A,2023-04-25T20:42:47Z,"Ejercicio de análisis matemático en donde explicamos qué es un límite y como ejemplo, razonamos cómo calcular su valor.",análisis matemático,53200,1910,100,1038.0,False,1790000
_wbt1PRZ7lc,Presentación del curso Análisis Matemático II,Análisis Matemático y Complejo,UCXIfmSE97lsL-d7nX6a_ARA,2024-08-05T21:13:56Z,,análisis matemático,47639,1292,50,2587.0,False,18400
oyDSVCG5Hr4,Cómo resolver la guía 0 de Análisis Matemático - Preliminares - CBC UBA,Pablo Borsoi - Mate Tutoriales,UCrZ4K4PqXNK9Cpydf6gps9Q,2020-06-16T14:30:14Z,Link de las guías: https://drive.google.com/file/d/1Vy-DeKl_Yq82Ie8ruvrKU6-zxq2Bjp8l/view?usp=sharing Correcciones: 01:29:09: ...,análisis matemático,42914,1252,144,7987.0,False,22100
ONiKnOv9UBQ,✅ Análisis Matemático (66) CBC / Primer Parcial Resuelto (1),Flor Cutraro,UCDHWAmUbd-tCXgosz8fFZqQ,2023-03-13T12:14:54Z,Link a mi curso completo de Análisis 66 (para Cátedra Única) 👉 https://bit.ly/3TBHD5u (también tengo otro para las cursadas de ...,análisis matemático,35689,939,113,3218.0,False,7330
RnN5ulbDWnw,Qué opinan de análisis matemático ustedes?   #analisismatematico #universidad #facultad,Eze Martínez,UCOWFKaCN-rzmYk502JFWnqg,2025-01-16T23:00:29Z,Qué opinan de análisis matemático ustedes? #analisismatematico #universidad #facultad #universidad #ingenieria ...,análisis matemático,33781,3016,54,56.0,False,917000
z7v2iQYjTJM,Trailer &quot;Análisis Matemático 2: FIUBA (2021)&quot; HD 1080p,Martin Maulhardt,UCXGdlHk6tW32DweB6dJf-BA,2021-03-29T17:13:02Z,Este es el trailer del material que tenemos para este primer cuatrimestre en Análisis Matemático 2 en FIUBA. Para ver el primer ...,análisis matemático,32030,936,156,138.0,False,17300
V856_iIr5Ho,"CURSO de ANÁLISIS Matemático: Los INCREÍBLES números REALES, Construcción",Math Rocks,UC4nxWt8WxXUmCXpjSLyYtKA,2022-09-30T17:00:19Z,"Una Clase Magistral apoyada en MANIM, Construcción de los números REALES a partir de la definición formal de los Racionales ...",análisis matemático,30873,1385,88,1483.0,False,393000
rgJL6EFTypc,✅ Análisis Matemático (66) CBC / Práctica 3: Ejercicio 2,Flor Cutraro,UCDHWAmUbd-tCXgosz8fFZqQ,2023-02-10T20:42:17Z,Link a mi curso completo de Análisis 66 (para Cátedra Única) 👉 https://bit.ly/3TBHD5u (también tengo otro para las cursadas de ...,análisis matemático,26419,385,37,2381.0,False,7330
IUMB1JbSRu8,✅ LA INTERPRETACIÓN GEOMÉTRICA DE LA DERIVADA | ANÁLISIS MATEMÁTICO 💯,Básico de Ingeniería,UCgGNYF8x79E7-2GU2CNtl9Q,2023-03-15T18:54:29Z,"Explicación fundamentada en la INTERPRETACIÓN GEOMÉTRICA DE LA DERIVADA, como la PENDIENTE DE LA RECTA ...",análisis matemático,26145,1058,23,626.0,False,1670
qghTuw3pcEI,✅ Análisis Matemático (66) CBC / Práctica 8: Ejercicio 3 (Polinomio de Taylor),Flor Cutraro,UCDHWAmUbd-tCXgosz8fFZqQ,2023-03-17T16:34:35Z,Link a mi curso completo de Análisis 66 (para Cátedra Única) 👉 https://bit.ly/3TBHD5u (también tengo otro para las cursadas de ...,análisis matemático,25879,446,20,807.0,False,7330
n8WXWu0y3YU,Material especial para el examen de Análisis Matemático II - FIUBA.,Martin Maulhardt,UCXGdlHk6tW32DweB6dJf-BA,2024-04-19T19:21:21Z,"Material creado por la Facultad de Ingeniería de la Universidad de Buenos Aires. En el video se describe su contenido, el cual ...",análisis matemático,25309,275,41,284.0,False,17300
zZzfhToLwtU,Primer Parcial Análisis Matemático 66 (Exactas e ingeniería) | ClaseConMaca,Clase Con Maca ,UCDntCbLMqM92PebkmW8AyXA,2024-05-26T18:17:14Z,Mis cursos: https://claseconmaca.com/c 00:00 Punto 1 = Limite de una sucesión 06:24 Punto 2 = Recta tangente 12:54 Punto 3 ...,análisis matemático,24384,979,74,2763.0,False,18500
aFIeVss620o,✅ Análisis Matemático (66) CBC / Segundo Parcial Resuelto (1),Flor Cutraro,UCDHWAmUbd-tCXgosz8fFZqQ,2023-06-24T23:13:40Z,Link a mi curso completo de Análisis 66 (para Cátedra Única) 👉 https://bit.ly/3TBHD5u (también tengo otro para las cursadas de ...,análisis matemático,23614,640,72,4224.0,False,7330
pqZL7aFFrqg,ANALISIS MATEMATICO 1: INECUACIONES POLINOMIALES - RACIONALES,VALENCIA FORESTAL,UCyWw1t_ZE2ycjsKELX8v9Yg,2022-08-16T00:00:11Z,PARTE 1.,análisis matemático,21709,308,6,4263.0,False,1680
oqw4z3UX5PM,Análisis Completo de Funciones - Análisis Matemático I - P1,Rodrigo Franceschelli,UC_dCOlcA8aDH_YANPm6ZWRw,2021-07-13T14:38:39Z,"Explicación, repaso de conceptos para el correcto análisis de la función. Resolución ejercicio número 338 de la Guía de Educo ...",análisis matemático,17770,427,24,2403.0,False,7290
q8IcaU9YKhI,✅ Análisis Matemático (66) CBC / Segundo Parcial Resuelto (2),Flor Cutraro,UCDHWAmUbd-tCXgosz8fFZqQ,2023-06-24T23:44:35Z,Link a mi curso completo de Análisis 66 (para Cátedra Única) 👉 https://bit.ly/3TBHD5u (también tengo otro para las cursadas de ...,análisis matemático,17048,405,83,3415.0,False,7330
wxiRA156ifY,Trailer Análisis Matemático II - 2 do cuatrimestre de 2023.,Martin Maulhardt,UCXGdlHk6tW32DweB6dJf-BA,2023-08-18T16:52:06Z,Este es el avance del material que tenemos especial para vos para este cuatrimestre. Material especial de preparación para el ...,análisis matemático,16847,426,60,138.0,False,17300
NLRGCOCRclQ,🟧 Análisis Matemático (66) UBA XXI / Primer Parcial Resuelto (1),Flor Cutraro,UCDHWAmUbd-tCXgosz8fFZqQ,2023-03-13T22:15:59Z,Link a mi curso completo de Análisis 66 (específico para UBA XXI) 👉 https://bit.ly/4atNfWJ | En Instagram me encontrás como ...,análisis matemático,16794,274,25,1988.0,False,7330
9osS_F-NjY0,✅ Análisis Matemático (66) CBC / Primer Parcial Resuelto (2),Flor Cutraro,UCDHWAmUbd-tCXgosz8fFZqQ,2023-03-14T12:35:26Z,En este video resolvemos un *Primer Parcial* de la materia *Análisis Matemático (66)* para los CBC de Exactas e Ingeniería.,análisis matemático,16709,399,49,1959.0,False,7330
MzmQXbtxRKk,CURSO de ANÁLISIS Matemático: Sucesiones ASOMBROSAS y Series,Math Rocks,UC4nxWt8WxXUmCXpjSLyYtKA,2022-10-07T17:36:55Z,"Sucesiones y Series son el claro ejemplo de que en Matemáticas no podemos confiar en la INTUICIÓN, entre PARADOJAS y ...",análisis matemático,15661,750,51,1782.0,False,393000
OO7KxipzZ0k,Libro+ Solucionario de ANÁLISIS MATEMÁTICO I DE EDUARDO ESPINOZA ( sin virus),Maker Rosales,UCcm_ROfeGMP64mzGTysE-ng,2020-04-14T23:44:56Z,"En este libro les presento el libro + solucionario del libro de Eduardo Espinoza en formato PDF gratis, ya sabes que puedes ...",análisis matemático,14492,184,13,92.0,False,667
NRjRuD0WBUc,✅ Análisis Matemático (66) CBC / Práctica 10: Ejercicio 1,Flor Cutraro,UCDHWAmUbd-tCXgosz8fFZqQ,2023-06-02T01:51:53Z,Link a mi curso completo de Análisis 66 (para Cátedra Única) 👉 https://bit.ly/3TBHD5u (también tengo otro para las cursadas de ...,análisis matemático,13922,344,91,2961.0,False,7330
FoXTo5kZWss,TOP 7🔥 LIBROS de Análisis MATEMÁTICO para DESPERTAR el Sharingan [RESEÑA+PDF😎],Math Rocks,UC4nxWt8WxXUmCXpjSLyYtKA,2024-05-12T20:05:08Z,"Reseña Completa de los 7 MEJORES Libros de Análisis Matemático de Espacios Métricos, desde los Clásicos hasta los de las ...",análisis matemático,13530,764,57,1383.0,False,393000
BRHD0dadpiI,✅ Análisis Matemático (66) CBC / Práctica 9: Ejercicio 16 (Integración por sustitución),Flor Cutraro,UCDHWAmUbd-tCXgosz8fFZqQ,2023-04-11T14:59:40Z,Link a mi curso completo de Análisis 66 (para Cátedra Única) 👉 https://bit.ly/3TBHD5u (también tengo otro para las cursadas de ...,análisis matemático,12792,254,15,2100.0,False,7330
DFMpu0ORqt8,Posiblemente el MEJOR Libro de Análisis Matemático para Aprender,Math Sorcerer Español,UCWXTWXKpkDk7LJfurtPHb6Q,2023-06-18T22:18:33Z,Se llama Elementary Analysis: The Theory of Calculus. Aqui esta: https://amzn.to/3Ngl175 Suministros útiles de matemáticas ...,análisis matemático,13023,1322,26,59.0,False,71700
v4QHXaeCpdM,Libro 5000 Problemas de Análisis Matemático Demidovich,MathPures,UClTPdtlgYcJp7f4WXxEnWcw,2023-01-04T02:03:54Z,mathpures.,análisis matemático,12732,531,79,1148.0,False,40400
5L4400T-1fc,✅ Análisis Matemático (66) CBC / Final Resuelto (1),Flor Cutraro,UCDHWAmUbd-tCXgosz8fFZqQ,2023-08-04T19:43:44Z,Link a mi curso completo de Análisis 66 (para Cátedra Única) 👉 https://bit.ly/3TBHD5u (también tengo otro para las cursadas de ...,análisis matemático,11794,376,83,7496.0,False,7330
cpzd-b9qEP0,✅ Análisis Matemático (66) CBC / Práctica 8: Ejercicio 5,Flor Cutraro,UCDHWAmUbd-tCXgosz8fFZqQ,2023-03-18T00:17:47Z,Link a mi curso completo de Análisis 66 (para Cátedra Única) 👉 https://bit.ly/3TBHD5u (también tengo otro para las cursadas de ...,análisis matemático,11246,201,9,949.0,False,7330
oi3PEgvfK7o,Series. Criterio de D&#39;Alembert #profeale Análisis matemático,Profe Ale De Luccas,UC_CSKDoQsO_lOhGhRB7neqQ,2020-01-05T18:31:32Z,Hola Holgazanes!!! Les dejo el acceso al blog de Análisis donde pueden acceder a mucho material en videos. Saludos grandes!!!,análisis matemático,11090,343,17,410.0,False,5410
0tGIl0ygE9o,Crees que estas preparado para entender análisis matemático?(Understanding analysis by Steven Abbot),Algebraico,UC8jUN8GWvdb9fD4vMtPvVRw,2023-01-14T09:02:37Z,"Este pequeño librito fue mi primer libro de análisis, realmente el nombre no miente, con el entenderás análisis, estas preparado ...",análisis matemático,10152,539,70,1703.0,False,2820
gL4-7LZZlbQ,✅ Análisis Matemático (66) CBC / Práctica 9: Ejercicios 10 y 11,Flor Cutraro,UCDHWAmUbd-tCXgosz8fFZqQ,2023-04-11T14:49:05Z,Link a mi curso completo de Análisis 66 (para Cátedra Única) 👉 https://bit.ly/3TBHD5u (también tengo otro para las cursadas de ...,análisis matemático,9933,178,39,798.0,False,7330
8kO9sVm_YQA,ANÁLISIS MATEMÁTICO II - LIMITES DOBLES Y CONTINUIDAD EN FUNCIONES DE DOS VARIABLES - UTN-FRC,Juan Cruz Romero,UCCeHRTfbfCTVMd-x82MTErw,2020-04-11T13:00:01Z,"En este vídeo se explican los temas de límite y continuidad aplicado a funciones de dos variables, y se resuelven algunos ...",análisis matemático,9864,286,11,1091.0,False,184
8wZ5MTIrggA,ANÁLISIS MATEMÁTICO 72 ¿Cómo aprobar? CBC y UBA XXI Económicas,Estudiar con Manu,UCcP5S4h4EmL0H2z_HA4BFEQ,2022-09-01T20:30:13Z,"Cómo aprobar ANÁLISIS MATEMÁTICO 72 del CBC de CS ECONÓMICAS? Te doy los mejores tips y consejos, y también vemos ...",análisis matemático,9792,376,13,1169.0,False,121000
K84YqTHrQtg,Análisis Matemático para Ciencias Económicas: Aplicación económica de funciones,UBAXXI,UCLUYU7iIX2jC7XUrqR9My_g,2022-09-26T19:00:41Z,,análisis matemático,9209,168,0,374.0,False,228000
mYdPZM-M_TY,Qué es el Análisis Matemático? #matematicas,Math Rocks,UC4nxWt8WxXUmCXpjSLyYtKA,2024-03-26T20:33:54Z,,análisis matemático,9538,862,15,60.0,False,393000
PdhD_BgbkgU,¿Qué es número E? Explicado por un matemático,The Wild Project,UCBYyJBCtCvgqA4NwtoPMwpQ,2023-09-03T13:00:21Z,Clip extraído de The Wild Project #166 ft Eduardo Sáenz de Cabezón: https://youtu.be/57Gts-zsb2w | Eduardo Sáenz de Cabezón ...,teoría de números,9783260,557495,3721,60.0,False,6710000
R18yNire3As,¿Por qué un número dividido entre 0 da infinito?,The Wild Project,UCBYyJBCtCvgqA4NwtoPMwpQ,2023-08-23T14:00:25Z,Clip extraído de The Wild Project #166 ft Eduardo Sáenz de Cabezón: https://youtu.be/57Gts-zsb2w | - El nuevo libro de Jordi ...,teoría de números,6143453,375407,2837,60.0,False,6710000
KPk_zrP4J48,¿El 73 es un número perfecto? Matemático explica el teorema de Sheldon Cooper,The Wild Project,UCBYyJBCtCvgqA4NwtoPMwpQ,2023-09-05T13:00:12Z,Clip extraído de The Wild Project #166 ft Eduardo Sáenz de Cabezón: https://youtu.be/57Gts-zsb2w | - El nuevo libro de Jordi ...,teoría de números,2342234,199828,1009,60.0,False,6710000
ql3lLSwsr98,NÚMEROS RACIONALES Super facil  - Para principiantes,Daniel Carreón,UCwScwtu5zVqc_wHtRx9XvDA,2022-01-25T22:47:52Z,"Hola, aqui te dejo este video en el que te explico que son los numeros racionales de una manera muy sencilla, ideal para ...",teoría de números,2204725,53845,2305,217.0,False,9300000
W_d6M0FacwQ,El Problema Sin Resolver Más Antiguo En Matemáticas,Veritasium en español,UCXtxgWwk55kVJo9lCCZRdmg,2024-04-06T22:00:29Z,Haz tu propia WEB con HOSTINGER! https://www.hostinger.com/veritasium y usa el código VERITASIUM para un 10% de ...,teoría de números,2118001,47210,1414,1895.0,False,2580000
cp6VNCLROWM,¿Cuáles Son Todos Los Números SECRETOS FNAF Into The Pit? 😨 (Teoría) #Shorts #Fnaf,PunistSweet,UCuaybnPkpx4G-1wr6mfoniQ,2024-08-19T21:00:20Z,Cosas Que No Conocías De FNAF Into The Pit 😱 (Teoría) PARTE 1 - CURIOSIDADES #shorts ¿Cuáles Son Todos Los Números ...,teoría de números,936720,82246,147,60.0,False,550000
AXrmfpvQNko,Todas Las Matemáticas que No Entendías en 33 min,Alex (según la ciencia),UC_wI1OjJs6rDR_fY6kv_dOQ,2024-10-28T01:06:11Z,Escucha Libros GRATIS: https://amzn.to/4mkrkYn Tienes un problema y quieres que te ayude a solucionarlo? Reserva una ...,teoría de números,843679,48099,555,1995.0,False,145000
dUHGIYxjbo4,La Obvia y Verdadera Teoría Que Nadie Puede Demostrar,Veritasium en español,UCXtxgWwk55kVJo9lCCZRdmg,2025-07-06T00:04:56Z,"Suscríbete para ver todos nuestros videos! @VeritasiumES Para oportunidades de patrocinio, envíe un correo electrónico a ...",teoría de números,648202,21950,767,2450.0,False,2580000
cZJv2FKutPU,El Patrón de los Números Primos y la Hipótesis de Riemann,Mates Mike,UC-_kZ3UZBsnCWJEVr8ysMww,2021-11-25T16:30:12Z,Patreon: https://www.patreon.com/matesmike □ Miembros del canal: ...,teoría de números,633633,26783,690,1202.0,False,368000
STLAdu_Ylg4,Número imaginario,Date un Vlog,UCQX_MZRCaluNKxkywkLEgfA,2024-10-29T15:53:51Z,,teoría de números,521563,69512,265,60.0,False,4390000
GYXLIfiL6zs,La incógnita de más de 2.300 años de los números primos | BBC Mundo,BBC News Mundo,UCUBIrDsIVzRpKsClMlSlTpQ,2021-02-20T14:30:02Z,Los números primos encierran un misterio que los matemáticos intentan desentrañar desde hace más de 2.300 años. En este ...,teoría de números,451456,21186,968,262.0,False,4350000
ldYxTcnLnMA,Números Primos Explicados con Naranjas,El Traductor de Ingeniería,UCa6V1UVOXN4wDm7RDQDoa6g,2020-07-28T00:12:29Z,Video completo aquí: https://www.youtube.com/watch?v=z5lHS8t2sCA #ElTraductor.,teoría de números,358849,16684,638,341.0,False,1600000
13FlSQ4qr78,El método de sumar de Gauss.,Kaisar z7,UC0haGzVCAUIbWXLhzBsrp-g,2024-07-13T14:32:35Z,El método de sumar de Gauss se refiere a una técnica ingeniosa para sumar una serie de números consecutivos. La historia ...,teoría de números,156061,7799,90,41.0,False,2100
yXF7TYf-RS4,DIVISIBILIDAD 01: Conceptos Básicos,TU PROFE EN LINEA,UCNVyBG4XouoTIG4ROETBv2Q,2021-01-05T01:00:10Z,Teoría y ejemplos de la teoría fundamental de Divisibilidad. #divisibilidad #divisible.,teoría de números,124551,3085,104,798.0,False,219000
QsNFfwwpB88,🌡NÚMEROS PRIMOS - Teoría y Ejemplos - 🚀¡Muy Fácil! 🚀,TU PROFE EN LINEA,UCNVyBG4XouoTIG4ROETBv2Q,2020-05-05T02:03:28Z,Qué son los números primos y cómo hallarlos? Cómo desarrollar la CRIBA DE ERATÓSTENES #numerosprimos ...,teoría de números,99860,2522,96,386.0,False,219000
IU6DmTegfEE,Clasificación de los números reales #mateevelyn #matematicas #math #matemáticas #educación,Mateevelyn,UCBqq8ewS_mbsFZ2532XXF_A,2023-10-15T16:35:22Z,,teoría de números,140531,5290,29,28.0,False,241000
OsSxa7xk768,Números complejos 🧠 Álgebra [CICLO FREE],Academia Grupo Ciencias,UC2t2Wzp4cnLGW31aBWSb9MA,2021-11-19T23:54:41Z,Con el maestro Enrique Núñez Del Arco 💠Material de la clase: https://acortar.link/NrzN0G 🔥 NUEVOS CICLOS SAN MARCOS ...,teoría de números,76483,2222,34,3544.0,False,384000
p7PZpzZphE8,BINOMIO DE NEWTON | TEORÍA COMPLETA | ÁLGEBRA CON LALO,Álgebra con LALO,UCb9OjtgjGLRmc9NxeLcFIhA,2023-06-11T21:58:52Z,"algebra Hola! en este video realicé la teoría completa del tema: BINOMIO DE NEWTON, adicional encontrarás FACTORIALES Y ...",teoría de números,68575,3365,85,1351.0,False,56700
Z9qL5Nl7I6E,Números CUÁNTICOS🧠#quimica #clases #nomenclatura #viral #parati #fyp #foryou #reels #ciencia #short,Amantes de las Matematicas,UCtROIrAzrn-XM8_JHpX4n4w,2024-07-29T22:51:02Z,,teoría de números,91144,2913,30,55.0,False,94000
qjdQbomkt8M,¿CUAL ES EL ORIGEN DE LOS NÚMEROS?,MateSori,UCNNasySjBghsoUVdjhUF8mQ,2023-10-08T15:00:40Z,youtubeshorts #numerologia #matemática.,teoría de números,53285,2241,54,41.0,False,5420
WuS487rpc5Q,SISTEMA DE NUMERACIÓN | TEORÍA COMPLETA RAZONAMIENTO MATEMÁTICO,Álgebra con LALO,UCb9OjtgjGLRmc9NxeLcFIhA,2024-08-27T01:09:28Z,Hola! en este video les resumo la teoría de sistema de numeración o numeracion del curso de razonamiento matemático en el ...,teoría de números,48239,2463,61,847.0,False,56700
wECnRJ-7Nfs,NUMERACIÓN (PARTE 1) | CAMBIOS DE BASE | TEORÍA COMPLETA,Proyecto Haiku,UCGErWT9b8ov9zGgTd8NrlAA,2021-08-02T23:26:24Z,"Saludos, en esta oportunidad desarrollamos la primera parte del tema de NUMERACIÓN, en la cual hablaremos y explicaremos ...",teoría de números,42176,2914,143,3014.0,False,31200
DfwWEvyZGWY,¿Qué es la Teoría de Números? | MathPures,MathPures,UClTPdtlgYcJp7f4WXxEnWcw,2024-07-17T07:20:41Z,mathpures Teoría de la Divisibilidad: https://youtu.be/uw-WW1WMyD4 Link de WhatsApp: ...,teoría de números,38153,2171,272,959.0,False,40400
jlfK7QxVPs4,1. Aritmética Avanzado - UNC (Teoría de Numeración),Sensei Olano,UCHS2gybTfEiuzx7DLJUXLtw,2021-05-10T14:00:13Z,LINK DE LA PRÁCTICA: https://drive.google.com/file/d/1tunpkZULbC3u2t9RwLyqviWQ8ZW_W2Nn/view?usp=sharing PARA ...,teoría de números,32918,908,59,6956.0,False,18400
aqrpSa6uRq8,📚 𝑨𝑹𝑰𝑻𝑴𝑬𝑻𝑰𝑪𝑨 🔹 𝑵ú𝒎𝒆𝒓𝒐𝒔 𝒑𝒓𝒊𝒎𝒐𝒔 🔸,Academia Vonex,UCcRvqu5Z-8xcYT8rZ05KEXg,2022-07-27T20:34:53Z,C·A·P·I·T·U·L·O·S· 0:00:00 𝑰𝒏𝒕𝒓𝒐𝒅𝒖𝒄𝒄𝒊ó𝒏 0:00:35 𝑪𝒍𝒂𝒔𝒊𝒇𝒊𝒄𝒂𝒄𝒊ó𝒏 𝒅𝒆 𝒍𝒐𝒔 ...,teoría de números,29811,846,13,3502.0,False,155000
k6BX9e887kM,SIMBOLOGÍA DE CONJUNTOS (TEORÍA DE CONJUNTOS),Estudia Con Marisol,UCbho5-gJi8FwvhVFzfod6VQ,2023-10-12T17:30:09Z,ASESORÍAS PERSONALIZADAS (WhatsApp): https://wa.me/message/YG5L34EPQS7YP1 ✓ MI TIENDA DE PRODUCTOS ...,teoría de números,31203,1321,7,59.0,False,396000
wmAeu5eIMyU,Esta planta ha resuelto un problema de teoría de números #shorts #matematicas #curiosidades,Lemnismath,UC-ihtKdODqNE7iPISJD3DnA,2025-03-24T16:48:11Z,,teoría de números,27760,2489,63,60.0,False,513000
O5BUzP6aZ9A,¿Cómo Saber si un Número es PRIMO?,Carlos Reinaldo | Matemático,UCJDgwpPUiSNlZXgGu1vsXLg,2024-09-01T16:24:57Z,Consulta Tu Tienda de Productos Matemáticos en: https://matematicasebau.com/tienda/shop/ Entra en la Tienda Matemáticas ...,teoría de números,21974,1426,36,36.0,False,41800
